date,county,state,fips,cases,deaths
2020-03-20,Columbiana,Ohio,39029.0,1,0.0
2020-03-20,Coshocton,Ohio,39031.0,2,0.0
2020-03-20,Cuyahoga,Ohio,39035.0,69,0.0
2020-03-20,Darke,Ohio,39037.0,1,0.0
2020-03-20,Delaware,Ohio,39041.0,2,0.0
2020-03-20,Franklin,Ohio,39049.0,14,0.0
2020-03-20,Geauga,Ohio,39055.0,1,0.0
2020-03-20,Hamilton,Ohio,39061.0,7,0.0
2020-03-20,Huron,Ohio,39077.0,1,0.0
2020-03-20,Lake,Ohio,39085.0,3,0.0
2020-03-20,Lorain,Ohio,39093.0,10,0.0
2020-03-20,Lucas,Ohio,39095.0,2,1.0
2020-03-20,Mahoning,Ohio,39099.0,7,0.0
2020-03-20,Marion,Ohio,39101.0,1,0.0
2020-03-20,Medina,Ohio,39103.0,5,0.0
2020-03-20,Miami,Ohio,39109.0,1,0.0
2020-03-20,Montgomery,Ohio,39113.0,1,0.0
2020-03-20,Richland,Ohio,39139.0,1,0.0
2020-03-20,Stark,Ohio,39151.0,6,0.0
2020-03-20,Summit,Ohio,39153.0,10,0.0
2020-03-20,Trumbull,Ohio,39155.0,3,0.0
2020-03-20,Tuscarawas,Ohio,39157.0,1,0.0
2020-03-20,Union,Ohio,39159.0,1,0.0
2020-03-20,Warren,Ohio,39165.0,2,0.0
2020-03-21,Ashland,Ohio,39005.0,1,0.0
2020-03-21,Ashtabula,Ohio,39007.0,1,0.0
2020-03-21,Belmont,Ohio,39013.0,2,0.0
2020-03-21,Butler,Ohio,39017.0,16,0.0
2020-03-21,Clark,Ohio,39023.0,1,0.0
2020-03-21,Clermont,Ohio,39025.0,2,0.0
2020-03-21,Columbiana,Ohio,39029.0,1,0.0
2020-03-21,Coshocton,Ohio,39031.0,2,0.0
2020-03-21,Cuyahoga,Ohio,39035.0,92,1.0
2020-03-21,Darke,Ohio,39037.0,1,0.0
2020-03-21,Defiance,Ohio,39039.0,2,0.0
2020-03-21,Delaware,Ohio,39041.0,4,0.0
2020-03-21,Erie,Ohio,39043.0,1,1.0
2020-03-21,Franklin,Ohio,39049.0,21,0.0
2020-03-21,Geauga,Ohio,39055.0,1,0.0
2020-03-21,Hamilton,Ohio,39061.0,8,0.0
2020-03-21,Huron,Ohio,39077.0,1,0.0
2020-03-21,Lake,Ohio,39085.0,4,0.0
2020-03-21,Licking,Ohio,39089.0,1,0.0
2020-03-21,Lorain,Ohio,39093.0,14,0.0
2020-03-21,Lucas,Ohio,39095.0,4,1.0
2020-03-21,Mahoning,Ohio,39099.0,14,0.0
2020-03-21,Marion,Ohio,39101.0,1,0.0
2020-03-21,Medina,Ohio,39103.0,9,0.0
2020-03-21,Miami,Ohio,39109.0,11,0.0
2020-03-21,Montgomery,Ohio,39113.0,1,0.0
2020-03-21,Richland,Ohio,39139.0,1,0.0
2020-03-21,Stark,Ohio,39151.0,8,0.0
2020-03-21,Summit,Ohio,39153.0,15,0.0
2020-03-21,Trumbull,Ohio,39155.0,3,0.0
2020-03-21,Tuscarawas,Ohio,39157.0,1,0.0
2020-03-21,Union,Ohio,39159.0,1,0.0
2020-03-21,Warren,Ohio,39165.0,2,0.0
2020-03-22,Ashland,Ohio,39005.0,1,0.0
2020-03-22,Ashtabula,Ohio,39007.0,2,0.0
2020-03-22,Belmont,Ohio,39013.0,2,0.0
2020-03-22,Butler,Ohio,39017.0,17,0.0
2020-03-22,Carroll,Ohio,39019.0,1,0.0
2020-03-22,Clark,Ohio,39023.0,1,0.0
2020-03-22,Clermont,Ohio,39025.0,5,0.0
2020-03-22,Clinton,Ohio,39027.0,1,0.0
2020-03-22,Columbiana,Ohio,39029.0,2,0.0
2020-03-22,Coshocton,Ohio,39031.0,2,0.0
2020-03-22,Cuyahoga,Ohio,39035.0,125,1.0
2020-03-22,Darke,Ohio,39037.0,1,0.0
2020-03-22,Defiance,Ohio,39039.0,2,0.0
2020-03-22,Delaware,Ohio,39041.0,6,0.0
2020-03-22,Erie,Ohio,39043.0,1,1.0
2020-03-22,Franklin,Ohio,39049.0,34,0.0
2020-03-22,Gallia,Ohio,39053.0,1,0.0
2020-03-22,Geauga,Ohio,39055.0,2,0.0
2020-03-22,Greene,Ohio,39057.0,1,0.0
2020-03-22,Hamilton,Ohio,39061.0,19,0.0
2020-03-22,Hancock,Ohio,39063.0,1,0.0
2020-03-22,Huron,Ohio,39077.0,1,0.0
2020-03-22,Lake,Ohio,39085.0,6,0.0
2020-03-22,Licking,Ohio,39089.0,1,0.0
2020-03-22,Lorain,Ohio,39093.0,19,0.0
2020-03-22,Lucas,Ohio,39095.0,5,1.0
2020-03-22,Mahoning,Ohio,39099.0,18,0.0
2020-03-22,Marion,Ohio,39101.0,1,0.0
2020-03-22,Medina,Ohio,39103.0,10,0.0
2020-03-22,Miami,Ohio,39109.0,13,0.0
2020-03-22,Montgomery,Ohio,39113.0,5,0.0
2020-03-22,Portage,Ohio,39133.0,1,0.0
2020-03-22,Richland,Ohio,39139.0,1,0.0
2020-03-22,Stark,Ohio,39151.0,10,0.0
2020-03-22,Summit,Ohio,39153.0,23,0.0
2020-03-22,Trumbull,Ohio,39155.0,3,0.0
2020-03-22,Tuscarawas,Ohio,39157.0,2,0.0
2020-03-22,Union,Ohio,39159.0,1,0.0
2020-03-22,Warren,Ohio,39165.0,3,0.0
2020-03-22,Wood,Ohio,39173.0,1,0.0
2020-03-23,Ashland,Ohio,39005.0,1,0.0
2020-03-23,Ashtabula,Ohio,39007.0,3,0.0
2020-03-23,Belmont,Ohio,39013.0,2,0.0
2020-03-23,Butler,Ohio,39017.0,17,0.0
2020-03-23,Carroll,Ohio,39019.0,2,0.0
2020-03-23,Clark,Ohio,39023.0,1,0.0
2020-03-23,Clermont,Ohio,39025.0,5,0.0
2020-03-23,Clinton,Ohio,39027.0,1,0.0
2020-03-23,Columbiana,Ohio,39029.0,2,0.0
2020-03-23,Coshocton,Ohio,39031.0,3,0.0
2020-03-23,Cuyahoga,Ohio,39035.0,149,1.0
2020-03-23,Darke,Ohio,39037.0,1,0.0
2020-03-23,Defiance,Ohio,39039.0,2,0.0
2020-03-23,Delaware,Ohio,39041.0,7,0.0
2020-03-23,Erie,Ohio,39043.0,1,1.0
2020-03-23,Franklin,Ohio,39049.0,46,2.0
2020-03-23,Gallia,Ohio,39053.0,1,0.0
2020-03-23,Geauga,Ohio,39055.0,2,0.0
2020-03-23,Greene,Ohio,39057.0,1,0.0
2020-03-23,Hamilton,Ohio,39061.0,26,0.0
2020-03-23,Hancock,Ohio,39063.0,1,0.0
2020-03-23,Huron,Ohio,39077.0,1,0.0
2020-03-23,Knox,Ohio,39083.0,1,0.0
2020-03-23,Lake,Ohio,39085.0,8,0.0
2020-03-23,Licking,Ohio,39089.0,1,0.0
2020-03-23,Logan,Ohio,39091.0,1,0.0
2020-03-23,Lorain,Ohio,39093.0,24,0.0
2020-03-23,Lucas,Ohio,39095.0,9,1.0
2020-03-23,Madison,Ohio,39097.0,1,0.0
2020-03-23,Mahoning,Ohio,39099.0,23,0.0
2020-03-23,Marion,Ohio,39101.0,3,0.0
2020-03-23,Medina,Ohio,39103.0,15,0.0
2020-03-23,Miami,Ohio,39109.0,17,0.0
2020-03-23,Montgomery,Ohio,39113.0,7,0.0
2020-03-23,Portage,Ohio,39133.0,2,0.0
2020-03-23,Richland,Ohio,39139.0,1,0.0
2020-03-23,Sandusky,Ohio,39143.0,1,0.0
2020-03-23,Stark,Ohio,39151.0,13,1.0
2020-03-23,Summit,Ohio,39153.0,28,0.0
2020-03-23,Trumbull,Ohio,39155.0,3,0.0
2020-03-23,Tuscarawas,Ohio,39157.0,2,0.0
2020-03-23,Union,Ohio,39159.0,1,0.0
2020-03-23,Warren,Ohio,39165.0,5,0.0
2020-03-23,Washington,Ohio,39167.0,1,0.0
2020-03-23,Wood,Ohio,39173.0,2,0.0
2020-03-24,Ashland,Ohio,39005.0,1,0.0
2020-03-24,Ashtabula,Ohio,39007.0,3,0.0
2020-03-24,Belmont,Ohio,39013.0,2,0.0
2020-03-24,Butler,Ohio,39017.0,18,0.0
2020-03-24,Carroll,Ohio,39019.0,3,0.0
2020-03-24,Champaign,Ohio,39021.0,1,0.0
2020-03-24,Clark,Ohio,39023.0,2,0.0
2020-03-24,Clermont,Ohio,39025.0,5,0.0
2020-03-24,Clinton,Ohio,39027.0,1,0.0
2020-03-24,Columbiana,Ohio,39029.0,3,0.0
2020-03-24,Coshocton,Ohio,39031.0,3,0.0
2020-03-24,Crawford,Ohio,39033.0,1,0.0
2020-03-24,Cuyahoga,Ohio,39035.0,167,2.0
2020-03-24,Darke,Ohio,39037.0,1,0.0
2020-03-24,Defiance,Ohio,39039.0,2,0.0
2020-03-24,Delaware,Ohio,39041.0,11,0.0
2020-03-24,Erie,Ohio,39043.0,1,1.0
2020-03-24,Fairfield,Ohio,39045.0,2,0.0
2020-03-24,Franklin,Ohio,39049.0,75,2.0
2020-03-24,Gallia,Ohio,39053.0,1,1.0
2020-03-24,Geauga,Ohio,39055.0,5,0.0
2020-03-24,Greene,Ohio,39057.0,3,0.0
2020-03-24,Hamilton,Ohio,39061.0,38,0.0
2020-03-24,Hancock,Ohio,39063.0,1,0.0
2020-03-24,Highland,Ohio,39071.0,1,0.0
2020-03-24,Huron,Ohio,39077.0,2,0.0
2020-03-24,Knox,Ohio,39083.0,1,0.0
2020-03-24,Lake,Ohio,39085.0,11,0.0
2020-03-24,Licking,Ohio,39089.0,2,0.0
2020-03-24,Logan,Ohio,39091.0,2,0.0
2020-03-24,Lorain,Ohio,39093.0,30,0.0
2020-03-24,Lucas,Ohio,39095.0,11,1.0
2020-03-24,Madison,Ohio,39097.0,1,0.0
2020-03-24,Mahoning,Ohio,39099.0,28,0.0
2020-03-24,Marion,Ohio,39101.0,4,0.0
2020-03-24,Medina,Ohio,39103.0,15,0.0
2020-03-24,Miami,Ohio,39109.0,19,0.0
2020-03-24,Montgomery,Ohio,39113.0,10,0.0
2020-03-24,Portage,Ohio,39133.0,4,0.0
2020-03-24,Richland,Ohio,39139.0,4,0.0
2020-03-24,Sandusky,Ohio,39143.0,1,0.0
2020-03-24,Stark,Ohio,39151.0,13,1.0
2020-03-24,Summit,Ohio,39153.0,36,0.0
2020-03-24,Trumbull,Ohio,39155.0,4,0.0
2020-03-24,Tuscarawas,Ohio,39157.0,3,0.0
2020-03-24,Union,Ohio,39159.0,2,0.0
2020-03-24,Warren,Ohio,39165.0,7,0.0
2020-03-24,Washington,Ohio,39167.0,1,0.0
2020-03-24,Wood,Ohio,39173.0,2,0.0
2020-03-25,Ashland,Ohio,39005.0,1,0.0
2020-03-25,Ashtabula,Ohio,39007.0,3,0.0
2020-03-25,Belmont,Ohio,39013.0,3,0.0
2020-03-25,Butler,Ohio,39017.0,18,0.0
2020-03-25,Carroll,Ohio,39019.0,3,0.0
2020-03-25,Champaign,Ohio,39021.0,1,0.0
2020-03-25,Clark,Ohio,39023.0,2,0.0
2020-03-25,Clermont,Ohio,39025.0,5,0.0
2020-03-25,Clinton,Ohio,39027.0,2,0.0
2020-03-25,Columbiana,Ohio,39029.0,4,0.0
2020-03-25,Coshocton,Ohio,39031.0,4,0.0
2020-03-25,Crawford,Ohio,39033.0,1,0.0
2020-03-25,Cuyahoga,Ohio,39035.0,206,2.0
2020-03-25,Darke,Ohio,39037.0,1,0.0
2020-03-25,Defiance,Ohio,39039.0,2,0.0
2020-03-25,Delaware,Ohio,39041.0,12,0.0
2020-03-25,Erie,Ohio,39043.0,2,1.0
2020-03-25,Fairfield,Ohio,39045.0,5,0.0
2020-03-25,Fayette,Ohio,39047.0,1,0.0
2020-03-25,Franklin,Ohio,39049.0,88,2.0
2020-03-25,Gallia,Ohio,39053.0,1,1.0
2020-03-25,Geauga,Ohio,39055.0,4,0.0
2020-03-25,Greene,Ohio,39057.0,3,0.0
2020-03-25,Hamilton,Ohio,39061.0,48,0.0
2020-03-25,Hancock,Ohio,39063.0,1,0.0
2020-03-25,Highland,Ohio,39071.0,1,0.0
2020-03-25,Huron,Ohio,39077.0,2,0.0
2020-03-25,Knox,Ohio,39083.0,2,0.0
2020-03-25,Lake,Ohio,39085.0,14,0.0
2020-03-25,Lawrence,Ohio,39087.0,1,0.0
2020-03-25,Licking,Ohio,39089.0,5,0.0
2020-03-25,Logan,Ohio,39091.0,2,0.0
2020-03-25,Lorain,Ohio,39093.0,37,0.0
2020-03-25,Lucas,Ohio,39095.0,23,2.0
2020-03-25,Madison,Ohio,39097.0,2,0.0
2020-03-25,Mahoning,Ohio,39099.0,42,0.0
2020-03-25,Marion,Ohio,39101.0,4,0.0
2020-03-25,Medina,Ohio,39103.0,22,0.0
2020-03-25,Mercer,Ohio,39107.0,1,0.0
2020-03-25,Miami,Ohio,39109.0,19,1.0
2020-03-25,Montgomery,Ohio,39113.0,14,0.0
2020-03-25,Pickaway,Ohio,39129.0,1,0.0
2020-03-25,Portage,Ohio,39133.0,4,0.0
2020-03-25,Richland,Ohio,39139.0,4,0.0
2020-03-25,Sandusky,Ohio,39143.0,1,0.0
2020-03-25,Seneca,Ohio,39147.0,1,0.0
2020-03-25,Stark,Ohio,39151.0,13,2.0
2020-03-25,Summit,Ohio,39153.0,43,0.0
2020-03-25,Trumbull,Ohio,39155.0,9,0.0
2020-03-25,Tuscarawas,Ohio,39157.0,3,0.0
2020-03-25,Union,Ohio,39159.0,3,0.0
2020-03-25,Warren,Ohio,39165.0,8,0.0
2020-03-25,Washington,Ohio,39167.0,1,0.0
2020-03-25,Wayne,Ohio,39169.0,1,0.0
2020-03-25,Wood,Ohio,39173.0,3,0.0
2020-03-26,Ashland,Ohio,39005.0,1,0.0
2020-03-26,Ashtabula,Ohio,39007.0,3,0.0
2020-03-26,Athens,Ohio,39009.0,1,0.0
2020-03-26,Belmont,Ohio,39013.0,3,0.0
2020-03-26,Butler,Ohio,39017.0,21,0.0
2020-03-26,Carroll,Ohio,39019.0,3,0.0
2020-03-26,Champaign,Ohio,39021.0,2,0.0
2020-03-26,Clark,Ohio,39023.0,2,0.0
2020-03-26,Clermont,Ohio,39025.0,6,0.0
2020-03-26,Clinton,Ohio,39027.0,2,0.0
2020-03-26,Columbiana,Ohio,39029.0,5,1.0
2020-03-26,Coshocton,Ohio,39031.0,4,0.0
2020-03-26,Crawford,Ohio,39033.0,1,0.0
2020-03-26,Cuyahoga,Ohio,39035.0,259,2.0
2020-03-26,Darke,Ohio,39037.0,1,0.0
2020-03-26,Defiance,Ohio,39039.0,2,0.0
2020-03-26,Delaware,Ohio,39041.0,15,0.0
2020-03-26,Erie,Ohio,39043.0,3,1.0
2020-03-26,Fairfield,Ohio,39045.0,6,0.0
2020-03-26,Fayette,Ohio,39047.0,1,0.0
2020-03-26,Franklin,Ohio,39049.0,109,2.0
2020-03-26,Gallia,Ohio,39053.0,1,1.0
2020-03-26,Geauga,Ohio,39055.0,7,0.0
2020-03-26,Greene,Ohio,39057.0,3,0.0
2020-03-26,Hamilton,Ohio,39061.0,53,0.0
2020-03-26,Hancock,Ohio,39063.0,2,0.0
2020-03-26,Highland,Ohio,39071.0,1,0.0
2020-03-26,Huron,Ohio,39077.0,3,0.0
2020-03-26,Jefferson,Ohio,39081.0,1,0.0
2020-03-26,Knox,Ohio,39083.0,2,0.0
2020-03-26,Lake,Ohio,39085.0,19,0.0
2020-03-26,Lawrence,Ohio,39087.0,1,0.0
2020-03-26,Licking,Ohio,39089.0,5,0.0
2020-03-26,Logan,Ohio,39091.0,2,0.0
2020-03-26,Lorain,Ohio,39093.0,44,0.0
2020-03-26,Lucas,Ohio,39095.0,35,2.0
2020-03-26,Madison,Ohio,39097.0,3,0.0
2020-03-26,Mahoning,Ohio,39099.0,51,1.0
2020-03-26,Marion,Ohio,39101.0,4,0.0
2020-03-26,Medina,Ohio,39103.0,24,0.0
2020-03-26,Mercer,Ohio,39107.0,1,0.0
2020-03-26,Miami,Ohio,39109.0,20,2.0
2020-03-26,Montgomery,Ohio,39113.0,14,0.0
2020-03-26,Muskingum,Ohio,39119.0,1,0.0
2020-03-26,Pickaway,Ohio,39129.0,2,0.0
2020-03-26,Portage,Ohio,39133.0,8,0.0
2020-03-26,Richland,Ohio,39139.0,4,0.0
2020-03-26,Sandusky,Ohio,39143.0,1,0.0
2020-03-26,Seneca,Ohio,39147.0,1,0.0
2020-03-26,Stark,Ohio,39151.0,16,2.0
2020-03-26,Summit,Ohio,39153.0,50,0.0
2020-03-26,Trumbull,Ohio,39155.0,12,1.0
2020-03-26,Tuscarawas,Ohio,39157.0,3,0.0
2020-03-26,Union,Ohio,39159.0,3,0.0
2020-03-26,Warren,Ohio,39165.0,10,0.0
2020-03-26,Washington,Ohio,39167.0,1,0.0
2020-03-26,Wayne,Ohio,39169.0,2,0.0
2020-03-26,Wood,Ohio,39173.0,6,0.0
2020-03-26,Wyandot,Ohio,39175.0,1,0.0
2020-03-27,Ashland,Ohio,39005.0,3,0.0
2020-03-27,Ashtabula,Ohio,39007.0,5,0.0
2020-03-27,Athens,Ohio,39009.0,1,0.0
2020-03-27,Belmont,Ohio,39013.0,6,0.0
2020-03-27,Butler,Ohio,39017.0,23,0.0
2020-03-27,Carroll,Ohio,39019.0,3,0.0
2020-03-27,Champaign,Ohio,39021.0,2,0.0
2020-03-27,Clark,Ohio,39023.0,2,0.0
2020-03-27,Clermont,Ohio,39025.0,6,0.0
2020-03-27,Clinton,Ohio,39027.0,2,0.0
2020-03-27,Columbiana,Ohio,39029.0,7,1.0
2020-03-27,Coshocton,Ohio,39031.0,4,0.0
2020-03-27,Crawford,Ohio,39033.0,1,0.0
2020-03-27,Cuyahoga,Ohio,39035.0,330,2.0
2020-03-27,Darke,Ohio,39037.0,1,0.0
2020-03-27,Defiance,Ohio,39039.0,5,0.0
2020-03-27,Delaware,Ohio,39041.0,22,0.0
2020-03-27,Erie,Ohio,39043.0,3,1.0
2020-03-27,Fairfield,Ohio,39045.0,8,0.0
2020-03-27,Fayette,Ohio,39047.0,1,0.0
2020-03-27,Franklin,Ohio,39049.0,152,2.0
2020-03-27,Fulton,Ohio,39051.0,2,0.0
2020-03-27,Gallia,Ohio,39053.0,1,1.0
2020-03-27,Geauga,Ohio,39055.0,10,0.0
2020-03-27,Greene,Ohio,39057.0,3,0.0
2020-03-27,Hamilton,Ohio,39061.0,63,0.0
2020-03-27,Hancock,Ohio,39063.0,2,0.0
2020-03-27,Highland,Ohio,39071.0,1,0.0
2020-03-27,Huron,Ohio,39077.0,3,0.0
2020-03-27,Jefferson,Ohio,39081.0,1,0.0
2020-03-27,Knox,Ohio,39083.0,2,0.0
2020-03-27,Lake,Ohio,39085.0,27,1.0
2020-03-27,Lawrence,Ohio,39087.0,1,0.0
2020-03-27,Licking,Ohio,39089.0,10,0.0
2020-03-27,Logan,Ohio,39091.0,2,0.0
2020-03-27,Lorain,Ohio,39093.0,56,0.0
2020-03-27,Lucas,Ohio,39095.0,50,2.0
2020-03-27,Madison,Ohio,39097.0,4,0.0
2020-03-27,Mahoning,Ohio,39099.0,68,2.0
2020-03-27,Marion,Ohio,39101.0,5,0.0
2020-03-27,Medina,Ohio,39103.0,32,0.0
2020-03-27,Mercer,Ohio,39107.0,2,0.0
2020-03-27,Miami,Ohio,39109.0,32,4.0
2020-03-27,Montgomery,Ohio,39113.0,19,0.0
2020-03-27,Muskingum,Ohio,39119.0,2,0.0
2020-03-27,Pickaway,Ohio,39129.0,2,0.0
2020-03-27,Portage,Ohio,39133.0,13,0.0
2020-03-27,Richland,Ohio,39139.0,4,0.0
2020-03-27,Sandusky,Ohio,39143.0,1,0.0
2020-03-27,Seneca,Ohio,39147.0,2,0.0
2020-03-27,Shelby,Ohio,39149.0,1,0.0
2020-03-27,Stark,Ohio,39151.0,22,2.0
2020-03-27,Summit,Ohio,39153.0,65,3.0
2020-03-27,Trumbull,Ohio,39155.0,17,1.0
2020-03-27,Tuscarawas,Ohio,39157.0,3,0.0
2020-03-27,Union,Ohio,39159.0,3,0.0
2020-03-27,Warren,Ohio,39165.0,11,0.0
2020-03-27,Washington,Ohio,39167.0,2,0.0
2020-03-27,Wayne,Ohio,39169.0,3,0.0
2020-03-27,Wood,Ohio,39173.0,9,0.0
2020-03-27,Wyandot,Ohio,39175.0,1,0.0
2020-03-28,Allen,Ohio,39003.0,2,0.0
2020-03-28,Ashland,Ohio,39005.0,2,0.0
2020-03-28,Ashtabula,Ohio,39007.0,6,0.0
2020-03-28,Athens,Ohio,39009.0,2,0.0
2020-03-28,Auglaize,Ohio,39011.0,1,0.0
2020-03-28,Belmont,Ohio,39013.0,8,0.0
2020-03-28,Butler,Ohio,39017.0,25,0.0
2020-03-28,Carroll,Ohio,39019.0,4,0.0
2020-03-28,Champaign,Ohio,39021.0,2,0.0
2020-03-28,Clark,Ohio,39023.0,2,0.0
2020-03-28,Clermont,Ohio,39025.0,8,0.0
2020-03-28,Clinton,Ohio,39027.0,3,0.0
2020-03-28,Columbiana,Ohio,39029.0,9,1.0
2020-03-28,Coshocton,Ohio,39031.0,4,0.0
2020-03-28,Crawford,Ohio,39033.0,2,0.0
2020-03-28,Cuyahoga,Ohio,39035.0,370,3.0
2020-03-28,Darke,Ohio,39037.0,1,0.0
2020-03-28,Defiance,Ohio,39039.0,5,0.0
2020-03-28,Delaware,Ohio,39041.0,26,0.0
2020-03-28,Erie,Ohio,39043.0,5,1.0
2020-03-28,Fairfield,Ohio,39045.0,14,0.0
2020-03-28,Fayette,Ohio,39047.0,1,0.0
2020-03-28,Franklin,Ohio,39049.0,222,2.0
2020-03-28,Fulton,Ohio,39051.0,2,0.0
2020-03-28,Gallia,Ohio,39053.0,1,1.0
